"","club.x","playDirection","y.x","a.x","dis.x","dir.x","weight.x","position.x","tackle","club.y","x.y","s.y","a.y","dis.y","o.y","weight.y","position.y","quarter","down","yardsToGo","yardlineNumber","gameClock","passResult","offenseFormation","defendersInTheBox","preSnapHomeTeamWinProbability","preSnapVisitorTeamWinProbability","homeTeamWinProbabilityAdded","visitorTeamWinProbilityAdded","expectedPoints","expectedPointsAdded","age.y"
"3378","DEN","right",20.77,4.87,0.51,149.11,236,"ILB",1,"SF",41.78,3.99,2.96,0.41,61.29,194,"RB",4,1,10,25,250,"C","SINGLEBACK",6,0.489281375,0.510718625,-0.026493456,0.026493456,1.229078,0.2685516,26.9505494505494
"7487","KC","right",8.27,0.36,0.37,85.92,204,"SS",0,"SF",37.26,4.82,2.06,0.52,130.49,330,"G",3,3,10,17,762,"C","SHOTGUN",6,0.222449295,0.777550705,0.056601591,-0.056601591,-0.840716388,2.679608492,NA
"1367","CLE","right",27.38,3.59,0.03,278.97,203,"SS",1,"NYJ",93.05,1.44,2.9,0.13,134.36,192,"WR",4,2,10,27,55,"C","EMPTY",5,0.734437265,0.265562735,-0.175399305,0.175399305,2.883269456,1.295548883,NA
"6242","TB","left",24.33,0.51,0.06,225.05,216,"FS",1,"PIT",95.26,1.32,1.12,0.14,144.95,320,"T",2,3,10,14,36,"mi","SINGLEBACK",8,0.539853752,0.460146248,0.017269306,-0.017269306,0.052574111,-0.322426519,28.8214285714286
"4083","CHI","left",18.46,1.26,0.04,296.05,183,"CB",1,"NYG",87.28,0.66,1.13,0.07,210.18,210,"WR",2,1,10,18,100,"mi","SHOTGUN",6,0.729071297,0.270928703,-0.000745378,0.000745378,0.816073965,-0.18340998,26.4340659340659
"2054","CHI","right",15.57,1.57,0.48,109.99,195,"CB",0,"GB",67,0.52,1.49,0.05,23.85,211,"WR",2,1,10,41,532,"mi","SHOTGUN",6,0.880516456,0.119483544,0.005187381,-0.005187381,3.434913531,0.602679745,29.3626373626374
"5898","NYJ","left",41.4,4.44,0.04,311.89,226,"OLB",1,"GB",79.52,1.04,2.36,0.12,19.81,237,"TE",2,2,10,25,340,"C","SHOTGUN",6,0.524071813,0.475928187,0.000309892,-0.000309892,0.83858905,-0.142955848,28.5604395604396
"4401","DEN","left",50.63,2.47,0.44,293.96,205,"FS",1,"LV",65.47,3.63,6.07,0.39,8.66,220,"RB",1,2,5,37,858,"C","SINGLEBACK",6,0.584362406,0.415637594,0.01024764,-0.01024764,1.745257698,0.988020985,24.7225274725275
"268","SF","left",39.4,0.97,0.04,330.68,292,"DT",1,"CHI",94.59,0.34,1.74,0.04,350.4,332,"T",1,2,7,15,587,"mi","PISTOL",7,0.413839009,0.586160991,-0.017982673,0.017982673,0.01642894,-0.780112091,NA
"6194","BAL","right",26.19,0.32,0.03,233.93,205,"SS",1,"NYG",34.32,0.83,0.31,0.08,352.55,233,"RB",4,1,10,25,774,"mi","SINGLEBACK",8,0.076818332,0.923181668,-0.002591336,0.002591336,1.282779639,-0.506953041,25.7692307692308
"4812","LAC","left",24.03,0.44,0.05,130.98,234,"ILB",0,"CLE",57.23,0.95,0.53,0.1,207.62,320,"G",1,2,8,50,456,"mi","SINGLEBACK",7,0.711839963,0.288160037,0.036524178,-0.036524178,2.52312002,1.567312898,31.1016483516484
"8545","LA","right",25.31,0.79,0.05,234.83,280,"DT",1,"SF",41.22,0.86,2.06,0.09,18.41,299,"C",2,2,6,33,900,"mi","SHOTGUN",6,0.714979891,0.285020109,0.013854945,-0.013854945,1.591433343,-1.04357291,30.239010989011
"1232","BAL","right",51.49,2.6,0.29,334.98,197,"CB",1,"MIA",103.62,3.37,1.53,0.32,183.55,260,"TE",2,1,10,11,705,"C","SINGLEBACK",6,0.647436664,0.352563336,-0.000712723,0.000712723,4.780664331,0.155299927,27.2032967032967
"1903","DEN","right",0.68,3.22,0.42,205,195,"CB",1,"HOU",76.87,3.86,2.46,0.4,232.98,215,"RB",2,1,20,35,516,"C","EMPTY",6,0.68971074,0.31028926,0.015000883,-0.015000883,3.418793684,-0.204791752,32.3241758241758
"9551","TEN","left",1.44,6.12,0.36,170.94,188,"CB",1,"KC",81.56,6.55,2.08,0.66,241.34,215,"WR",3,2,10,21,580,"C","SHOTGUN",6,0.488554258,0.511445742,0.028469294,-0.028469294,0.310684713,0.915668749,26.043956043956
"6450","KC","right",26.36,0.97,0.27,108.38,310,"DT",1,"BUF",41.03,1.75,2.28,0.19,157.89,320,"T",2,1,10,25,691,"mi","SHOTGUN",6,0.562767401,0.437232599,-0.006956045,0.006956045,1.253008847,0.18854286,28.5714285714286
"1929","DEN","right",29.11,2,0.47,349.98,205,"FS",1,"HOU",22.16,5.09,2.56,0.51,89.23,225,"QB",3,2,8,11,142,"mi","SHOTGUN",6,0.613149188,0.386850812,0.022187255,-0.022187255,0.069837486,-0.727435708,NA
"2098","CHI","right",3.02,3.74,0.41,205.12,202,"SS",1,"GB",48.42,4.79,2.56,0.49,46.95,200,"WR",3,3,22,33,44,"C","EMPTY",4,0.972039791,0.027960209,-0.000629019,0.000629019,-0.345802405,-0.787287693,NA
"2974","PHI","right",42.51,4.18,0.18,80.6,240,"ILB",1,"WAS",37.48,1.56,3.45,0.14,156.75,182,"WR",2,3,10,25,169,"C","SHOTGUN",6,0.055291922,0.944708078,0.002522172,-0.002522172,0.401925061,-1.03384601,NA
"5048","DET","right",25.31,0.67,0.38,94.83,315,"NT",0,"NE",47.24,1.54,0.22,0.16,100.44,203,"WR",1,1,10,20,228,"mi","SINGLEBACK",6,0.733478172,0.266521828,0.039471276,-0.039471276,0.853703414,3.317914996,27.2747252747253
"4142","JAX","left",40.35,5.05,0.33,353.3,215,"ILB",1,"PHI",68.42,6.41,3.48,0.65,313.21,211,"RB",2,1,5,34,504,"mi","SHOTGUN",6,0.423818618,0.576181382,0.017720614,-0.017720614,1.882526116,0.419709288,25.5082417582418
"6096","NO","left",7.52,6.58,0.34,162.51,248,"MLB",1,"CIN",69.04,4.24,3.93,0.44,358.73,245,"TE",2,1,10,38,554,"C","SHOTGUN",6,0.706233252,0.293766748,-0.000801191,0.000801191,1.957567447,-0.132706972,29.2445054945055
"9456","ARI","left",33.64,1.27,0.19,288.41,260,"OLB",0,"SEA",66.08,2.05,1.32,0.2,323.57,332,"G",1,1,10,40,56,"mi","SINGLEBACK",7,0.626799747,0.373200253,-0.000712115,0.000712115,1.868537016,0.279892212,25.717032967033
"5062","SEA","right",32.77,3.14,0.23,22.49,237,"MLB",1,"NO",42.54,2.04,4.49,0.22,6.05,215,"RB",2,2,16,30,496,"mi","SINGLEBACK",7,0.608251043,0.391748957,-0.009977754,0.009977754,0.242867655,-0.565488402,32.9120879120879
"7643","NE","left",26.24,1.89,0.28,235.48,259,"OLB",1,"CHI",34.34,3.21,2.62,0.34,291.68,223,"QB",3,1,15,25,675,"mi","SHOTGUN",7,0.371579017,0.628420983,0.001664042,-0.001664042,3.992653166,-0.306797365,NA
"4453","TB","left",12.87,3,0.19,202.55,233,"ILB",1,"KC",75.4,2.35,1.52,0.24,213.07,309,"G",4,2,2,33,167,"mi","I_FORM",8,0.004196304,0.995803696,-0.000178328,0.000178328,1.429890544,-0.08400076,28.217032967033
"8663","GB","left",10.74,0.76,0.39,272.11,224,"ILB",0,"BUF",42.88,4.19,1.69,0.44,277.34,310,"G",4,2,14,48,704,"C","EMPTY",5,0.994450294,0.005549706,0.00289845,-0.00289845,1.84789821,3.617807718,32.293956043956
"6946","ATL","left",9.54,2.2,0.19,272.54,190,"CB",1,"CIN",82.49,1.84,4.15,0.22,184.51,203,"WR",1,1,10,16,896,"C","EMPTY",5,0.612186689,0.387813311,0.025465526,-0.025465526,0.544128019,0.855613167,28.032967032967
"5847","CLE","right",32.31,2.18,0.1,58.05,280,"DE",1,"NE",71.29,1.98,1.02,0.2,355.5,310,"T",1,2,8,42,740,"mi","SINGLEBACK",7,0.543298591,0.456701409,0.003096011,-0.003096011,2.773419467,-0.20661681,26.9450549450549
"8958","MIA","right",24.17,1.31,0.05,102.26,238,"ILB",1,"CHI",38.41,2.35,2.03,0.22,144.21,310,"T",4,2,10,26,350,"mi","SHOTGUN",7,0.287158258,0.712841742,-0.028525837,0.028525837,0.87062214,-0.543966395,NA
"5002","DET","left",27.91,1.73,0.27,269.1,295,"DT",0,"NE",32.84,1.01,1.34,0.12,271.61,350,"G",3,2,10,19,705,"C","SINGLEBACK",7,0.9704759,0.0295241,-0.001968747,0.001968747,4.433624635,-1.157972191,24.9148351648352
"4886","JAX","right",12.51,0.59,0.03,321.57,220,"SS",0,"HOU",103.8,3.38,1.08,0.34,314.63,315,"T",4,1,2,2,251,"mi","JUMBO",11,0.209895067,0.790104933,-0.014278814,0.014278814,6.168073037,-0.059264146,25.9725274725275
"540","HOU","right",12.89,4.04,0.07,313.81,230,"ILB",1,"IND",16.52,1.21,3.93,0.15,342.85,198,"RB",5,1,10,6,20,"C","SHOTGUN",6,0.554403174,0.445596826,0.003692225,-0.003692225,0.118202655,-0.066769939,25.9175824175824
"3896","SEA","right",22.75,1.6,0.15,80.26,220,"FS",1,"DET",83.46,1.53,2.94,0.18,130.63,248,"TE",2,2,5,35,90,"C","SHOTGUN",6,0.213418357,0.786581643,0.010270353,-0.010270353,3.233457413,0.478777129,25.3351648351648
"5779","ATL","left",23.69,1.45,0.24,284.6,295,"DE",1,"SF",73.62,2.21,1.65,0.22,252.95,299,"C",3,1,10,34,75,"mi","SINGLEBACK",7,0.888349377,0.111650623,0.003148686,-0.003148686,2.012212113,0.114871759,30.2005494505494
"5744","SF","right",33.17,3.67,0.06,149.21,270,"DE",1,"ATL",32.38,1.93,2.93,0.2,85.7,240,"FB",2,1,10,25,694,"mi","PISTOL",8,0.724936139,0.275063861,-0.019208301,0.019208301,1.565423998,-0.515705964,30.6263736263736
"808","WAS","right",0.58,2.59,0.22,217.51,196,"CB",1,"JAX",40.12,2.39,1.94,0.25,90.63,198,"WR",4,1,10,25,106,"C","SHOTGUN",6,0.843050561,0.156949439,0.007160748,-0.007160748,1.041136338,-0.357030991,32.6126373626374
"1799","SEA","right",25.49,1.38,0.16,333.43,366,"NT",1,"SF",54.03,0.41,0.46,0.04,101.12,245,"TE",3,1,10,45,152,"mi","I_FORM",8,0.973786009,0.026213991,-0.001085499,0.001085499,2.635329042,-0.545489853,25.0082417582418
"7352","LV","right",46.16,3.33,0.32,119.57,205,"SS",1,"HOU",61.67,1.97,5.16,0.22,44.04,215,"RB",4,1,10,48,298,"C","SHOTGUN",6,0.951501546,0.048498454,0.000314308,-0.000314308,2.603415723,-0.09960405,32.4203296703297
"1070","TB","left",42.82,4.04,0.38,356.51,275,"DE",1,"DAL",42.51,2.72,2.44,0.28,342.42,310,"T",1,1,10,31,592,"mi","WILDCAT",7,0.544454798,0.455545202,-0.032404739,0.032404739,4.177576718,-0.739551482,25.3571428571429
"6934","ATL","left",26.3,2.99,0.3,224.74,285,"DE",1,"CIN",81.8,2.5,2.52,0.26,44.47,220,"RB",4,2,5,27,350,"mi","SHOTGUN",6,0.997974032,0.002025968,3.11e-05,-3.11e-05,0.728640873,-0.476033955,26.3379120879121
"2971","WAS","left",48.53,3.2,0.58,351.1,240,"ILB",1,"PHI",53.27,5.6,3.65,0.58,219.69,260,"TE",2,1,10,47,339,"C","SHOTGUN",7,0.102531303,0.897468697,-0.000281416,0.000281416,3.024780742,-0.20000561,NA
"5491","DAL","left",23.2,2.79,0.23,58.69,204,"SS",1,"LA",71.3,1.12,3.14,0.14,251.39,189,"WR",1,1,10,38,727,"mi","SHOTGUN",6,0.569010729,0.430989271,-0.002371753,0.002371753,2.143439882,-0.419309993,27.1675824175824
"8820","HOU","left",29.09,1.23,0.05,75.3,235,"OLB",1,"PHI",75.41,0.61,0.74,0.06,229.69,218,"QB",4,4,1,34,96,"mi","I_FORM",9,0.002544732,0.997455268,0.00162738,-0.00162738,-0.122613744,1.366132658,24.3241758241758
"2356","PIT","right",33.07,0.77,0.02,167.35,304,"NT",1,"CLE",70.19,0.56,0.72,0.06,5.85,320,"C",4,2,7,43,100,"mi","SINGLEBACK",8,0.996336919,0.003663081,-0.001728136,0.001728136,0.963586107,0.435657223,27.2252747252747
"6093","CIN","right",33.33,0.91,0,168.29,245,"OLB",1,"NO",92.12,2.46,1.47,0.24,50.64,231,"TE",2,1,10,20,683,"mi","SHOTGUN",7,0.780735541,0.219264459,0.003315732,-0.003315732,4.600402369,-0.054678891,26.1785714285714
"5367","CAR","right",42.28,2.44,0.34,32.71,211,"FS",1,"SF",109.27,4.3,1.8,0.41,198.77,194,"RB",4,2,5,17,810,"mi","I_FORM",7,0.026577041,0.973422959,-0.009262064,0.009262064,4.558017133,1.802564491,26.989010989011
"4097","CHI","right",35.23,2.98,0.18,26.93,332,"NT",1,"NYG",37.93,0.74,1.89,0.08,8.85,233,"RB",3,1,10,25,497,"mi","SINGLEBACK",7,0.668431543,0.331568457,-0.000126954,0.000126954,1.391350174,-0.195134808,25.7307692307692
"5683","WAS","right",31.55,0.24,0.07,241.43,320,"DT",0,"CHI",63.86,2.02,0.56,0.21,78.18,332,"T",2,2,7,48,413,"mi","SHOTGUN",8,0.501646157,0.498353843,-0.017762493,0.017762493,2.453729746,-0.183803188,NA
"3831","DAL","right",38.7,2.2,0.1,95.87,204,"SS",1,"WAS",47.78,0.98,2.19,0.11,184.61,182,"WR",3,3,11,36,722,"C","EMPTY",5,0.714028884,0.285971116,0.021099184,-0.021099184,0.293948524,-1.168318894,NA
"5069","SEA","right",28.52,2.96,0.35,124.37,220,"FS",1,"NO",58.5,4.64,4.62,0.48,48.37,215,"RB",2,1,10,36,97,"mi","SHOTGUN",6,0.773719387,0.226280613,0.008285571,-0.008285571,1.8564829,0.442630048,27.3021978021978
"1022","GB","right",24.98,1.46,0.06,97.65,306,"DT",1,"MIN",56.67,0.33,1.98,0.04,309.86,220,"RB",4,1,10,49,164,"mi","I_FORM",7,0.998086544,0.001913456,0.000320919,-0.000320919,0.967575681,-0.350075425,24.3131868131868
"5216","TB","right",49.78,5.54,0.34,323.75,205,"FS",1,"ATL",31.17,4.73,4.8,0.49,58.65,220,"RB",1,2,5,25,781,"mi","SINGLEBACK",8,0.768898888,0.231101112,0.022417106,-0.022417106,1.079132314,-1.751149139,NA
"2533","KC","left",53.19,4.83,0.42,22.21,238,"ILB",1,"IND",71.94,2.87,2.83,0.31,53.02,235,"TE",3,1,10,37,421,"C","SHOTGUN",7,0.240765117,0.759234883,-0.010733545,0.010733545,2.126873054,-0.376960618,NA
"3366","SF","left",23.32,2.47,0.17,207.99,305,"DT",1,"DEN",82.49,2.18,2.55,0.23,346.83,220,"RB",4,1,10,25,850,"mi","SHOTGUN",6,0.29710529,0.70289471,-0.013158474,0.013158474,1.151742545,-0.308314465,NA
"3112","LA","right",30.53,3.83,0.5,34.52,200,"SS",1,"ARI",47.2,4.72,4.4,0.48,15.97,233,"RB",2,1,10,30,681,"mi","PISTOL",6,0.136435673,0.863564327,-0.010555631,0.010555631,1.768837299,-1.064532865,27.4862637362637
"9376","MIN","left",27.33,3.39,0.31,317.09,214,"SS",1,"WAS",59.06,3.12,5.75,0.34,61.78,195,"WR",1,1,10,35,288,"mi","SHOTGUN",6,0.280303229,0.719696771,0.033480186,-0.033480186,1.790862527,1.266381575,26.3269230769231
"8467","WAS","right",34.57,4.98,0.46,48.98,320,"DT",1,"IND",44.98,4.92,4.92,0.52,176.77,235,"QB",4,3,5,30,218,"R","SHOTGUN",6,0.87667257,0.12332743,0.00073443,-0.00073443,0.352626279,-0.597155002,NA
"8963","MIA","right",33.16,4.42,0.47,107.04,290,"DT",1,"CHI",52.04,2.81,4.44,0.29,116.5,223,"QB",4,2,8,30,130,"R","SHOTGUN",6,0.266858578,0.733141422,0.069263145,-0.069263145,1.006843877,0.855437145,NA
"6478","BUF","right",48.91,2.66,0.51,24.15,250,"ILB",1,"KC",26.25,4.02,5.04,0.42,342.74,209,"RB",1,1,10,11,587,"mi","SHOTGUN",6,0.43419889,0.56580111,-0.001253061,0.001253061,0.312982188,-0.037859301,23.5961538461538
"9289","BUF","right",16.64,4.01,0.27,159.62,192,"CB",1,"NYJ",28.8,1.8,2.01,0.18,268.22,260,"TE",4,2,1,13,437,"mi","SHOTGUN",6,0.32619185,0.67380815,0.021926723,-0.021926723,0.496989283,0.304216529,29.9120879120879
"740","TEN","right",30.83,2.53,0.22,80.15,238,"ILB",1,"NYG",106.91,3.12,3.57,0.28,88.75,233,"RB",4,2,5,10,83,"mi","SINGLEBACK",7,0.682259643,0.317740357,-0.095200951,0.095200951,5.053894563,0.988604622,25.6730769230769
"5593","CIN","right",19.79,0.97,0.04,148.65,270,"DE",1,"BAL",56.43,1.32,0.99,0.14,89.01,330,"T",1,3,15,49,216,"R","SHOTGUN",4,0.676170979,0.323829021,-0.040488135,0.040488135,0.797655754,-1.360837244,31.7115384615385
"541","HOU","right",28.6,0.95,0.16,221.15,254,"DE",0,"IND",32.52,1.94,2.53,0.21,163.04,220,"WR",5,2,9,7,2,"C","SHOTGUN",4,0.558095399,0.441904601,-0.058095399,0.058095399,0.051432717,-0.051432717,25.0192307692308
"6169","BAL","left",21.54,3.97,0.18,164.64,245,"OLB",1,"NYG",35.58,0.62,3.5,0.08,248.97,190,"RB",2,2,7,21,339,"mi","WILDCAT",7,0.178529939,0.821470061,-0.011838958,0.011838958,4.06262733,-1.2207515,27.7252747252747
"8951","MIA","right",2.29,1.91,0.07,95.14,200,"CB",1,"CHI",88.69,3.23,1.99,0.32,106.43,258,"TE",4,1,10,31,782,"C","SHOTGUN",6,0.139303412,0.860696588,0.004010074,-0.004010074,3.974486316,0.573375337,23.7417582417582
"4641","GB","left",24.53,1.2,0.09,24.23,306,"DT",1,"NYG",72.64,2.25,0.94,0.23,355.55,323,"C",3,1,10,40,105,"mi","I_FORM",7,0.857779985,0.142220015,0.0218811,-0.0218811,2.512539024,-0.861570685,30.7664835164835
"4604","NYG","left",29.81,1.46,0.06,195.32,232,"ILB",1,"GB",82.5,0.47,0.68,0.05,37.21,321,"G",1,1,10,25,9,"mi","SHOTGUN",8,0.8970784,0.1029216,-0.000285771,0.000285771,1.181866844,-0.467746572,25.2554945054945
"4280","NE","right",29.78,2.9,0.54,50.17,255,"ILB",1,"GB",41.49,4.64,2.68,0.47,76.6,225,"QB",2,2,10,31,49,"R","SHOTGUN",5,0.851423377,0.148576623,-0.009096699,0.009096699,0.767868988,-0.371372515,38.967032967033
"1376","CLE","right",28.88,1.47,0.03,320.07,215,"OLB",1,"NYJ",70.48,0.69,0.56,0.07,172.67,306,"C",1,1,10,37,66,"mi","SINGLEBACK",6,0.683366019,0.316633981,0.025031593,-0.025031593,3.415136468,-0.663125146,29.4945054945055
"9505","LA","right",40.02,3.65,0.25,350.74,184,"CB",1,"TB",84.89,2.78,3.74,0.29,296.03,338,"T",1,2,8,26,626,"C","SHOTGUN",6,0.645458639,0.354541361,-0.007382948,0.007382948,3.996946079,-0.24880605,29.4725274725275
"160","CAR","right",21.4,0.61,0.21,17.98,235,"ILB",1,"CLE",102.46,0.01,0.04,0.1,150.02,225,"RB",2,2,9,9,34,"mi","SINGLEBACK",7,0.176121935,0.823878065,0.007641442,-0.007641442,4.59886314,-0.568573692,26.7994505494506
"3796","CAR","right",51.44,3.58,0.57,4.1,235,"ILB",1,"ARI",84.24,5.57,3.44,0.58,42.66,309,"G",4,2,9,30,508,"C","SHOTGUN",6,0.047682667,0.952317333,-0.010911399,0.010911399,3.604452917,0.167742618,31.0027472527473
"2638","MIA","left",21.1,5.44,0.37,167.65,238,"ILB",1,"BUF",16.76,3.53,3.37,0.32,292.17,190,"RB",4,1,10,15,237,"C","SHOTGUN",5,0.433399715,0.566600285,-0.046521202,0.046521202,4.732850833,0.728621967,NA
"2232","MIN","left",26.93,1.99,0.31,342.51,195,"FS",1,"PHI",76.01,3.02,5.11,0.32,8.84,165,"WR",2,1,10,15,300,"C","EMPTY",5,0.765609365,0.234390635,0.010969851,-0.010969851,0.339087586,1.180955617,NA
"2019","ARI","right",23.67,0.55,0.05,146.83,195,"SS",1,"LV",104.33,1.26,2.59,0.13,196.33,221,"WR",1,3,12,29,465,"C","SHOTGUN",6,0.760774901,0.239225099,0.047007918,-0.047007918,2.883733067,2.940946749,29.1043956043956
"747","TEN","right",23.05,3.01,0.43,159.3,280,"DE",1,"NYG",32.9,3.13,4.66,0.3,256.44,233,"RB",1,1,10,22,895,"mi","SHOTGUN",7,0.583899062,0.416100938,0.024297848,-0.024297848,0.915606162,-0.61207063,25.6730769230769
"3003","PHI","left",8.25,4.63,0.11,158.11,216,"ILB",1,"WAS",39.83,4.59,6.42,0.48,308.61,210,"WR",4,1,10,37,715,"C","SHOTGUN",6,0.00541985,0.99458015,0.000189518,-0.000189518,3.506644835,0.49576127,27.1208791208791
"5348","SF","left",32.18,1.06,0.06,53.37,215,"SS",0,"CAR",104.73,2.66,1.18,0.29,296.79,320,"T",2,2,10,7,300,"C","SINGLEBACK",8,0.195700446,0.804299554,-0.000366388,0.000366388,-0.509166084,-0.136026881,NA
"1343","CLE","left",0.39,0.62,0.02,296.51,188,"CB",1,"NYJ",89.57,0.63,1,0.06,8.57,220,"RB",3,1,15,17,145,"mi","SINGLEBACK",8,0.677861284,0.322138716,0.009234883,-0.009234883,0.166323368,-0.220498058,NA
"8930","CHI","right",12.46,2.66,0.72,233.24,195,"CB",1,"MIA",99.59,0.25,1.42,0.03,298.92,182,"WR",2,3,15,23,20,"C","SHOTGUN",4,0.170969028,0.829030972,0.000112835,-0.000112835,2.692097535,-0.21483576,NA
"7899","CAR","left",10.06,3.39,0.66,205.94,180,"CB",1,"ATL",52.37,5.31,4.73,0.55,135.14,210,"WR",4,1,10,41,172,"C","SHOTGUN",6,0.309863809,0.690136191,0.092137028,-0.092137028,1.930168634,1.097403664,NA
"5115","SEA","left",42.21,0.67,0.07,325.95,200,"SS",1,"NO",76.01,0.98,0.63,0.1,316.87,204,"WR",1,3,5,34,314,"C","SHOTGUN",7,0.515928138,0.484071862,-0.036622133,0.036622133,0.292059762,-1.518171113,24.6208791208791
"8401","PHI","left",15.03,4.53,0.38,154.01,240,"ILB",1,"PIT",78.6,3.77,2.28,0.37,201.81,230,"RB",4,1,5,30,755,"C","SHOTGUN",5,0.997003187,0.002996813,0.0003191,-0.0003191,1.718122016,-0.263404887,NA
"6074","MIN","left",48.35,5.12,0.45,272.51,272,"OLB",1,"MIA",13.97,4.01,0.37,0.4,273.41,215,"QB",4,2,6,14,656,"R","EMPTY",6,0.099444812,0.900555188,0.011829672,-0.011829672,4.593822069,1.330661956,30.032967032967
"6787","CLE","right",27.66,1.7,0.15,44.48,272,"DE",1,"BAL",60.58,1.18,2.34,0.13,207.34,310,"G",4,3,1,49,855,"mi","PISTOL",8,0.883937974,0.116062026,-0.059667572,0.059667572,2.563487444,-1.947765371,26.0714285714286
"7023","DET","left",27.84,4.83,0.12,221.71,200,"CB",1,"DAL",80.75,1.06,0.73,0.11,252,310,"T",1,2,7,28,199,"mi","SHOTGUN",6,0.704063542,0.295936458,0.01529694,-0.01529694,0.819045808,0.554893396,25.4725274725275
"7120","IND","right",35.95,1.65,0.44,79.01,315,"DT",1,"TEN",36.24,4.3,2.17,0.39,52.56,247,"RB",3,1,10,20,710,"mi","SHOTGUN",7,0.908946466,0.091053534,0.002873292,-0.002873292,0.948708893,0.343272521,28.8983516483516
"4565","DEN","right",40.94,0.82,0.01,22.77,292,"DT",1,"IND",74.36,2.07,3.41,0.21,78.79,220,"RB",3,1,10,31,580,"mi","SINGLEBACK",6,0.531458683,0.468541317,0.038507994,-0.038507994,4.16995637,-0.726665467,NA
"4597","DEN","right",26.18,3.79,0.29,50.64,321,"DT",1,"IND",80.37,2.69,5.87,0.27,154.68,217,"QB",5,3,4,31,399,"R","SHOTGUN",6,0.322538901,0.677461099,0.064232849,-0.064232849,3.158835916,-1.049370155,37.5164835164835
"2916","LV","left",33.76,2.06,0.2,250.48,255,"DE",0,"TEN",81.8,3.26,2.29,0.34,231.63,316,"G",3,2,15,20,368,"C","SHOTGUN",7,0.88038254,0.11961746,-0.005380249,0.005380249,0.165479596,-0.32929605,26.0934065934066
"8030","DET","left",5.06,3.22,0.16,137.56,203,"CB",1,"MIA",62.12,3.77,6.57,0.41,172.41,182,"WR",3,1,10,33,316,"C","SINGLEBACK",8,0.509607725,0.490392275,-0.057983149,0.057983149,1.787771458,1.07384466,NA
"3906","DET","left",35.34,4.05,0.45,191.48,203,"CB",1,"SEA",40.2,4.62,3.63,0.47,133.53,230,"WR",3,3,4,39,149,"C","SHOTGUN",6,0.152261473,0.847738527,-0.021516722,0.021516722,2.377139069,1.764782722,24.8846153846154
"9568","TEN","right",15.8,2.7,0.16,126.3,237,"ILB",1,"KC",29.19,1.7,3.47,0.18,9.3,215,"WR",4,1,10,7,594,"C","SHOTGUN",6,0.334651485,0.665348515,-0.029621705,0.029621705,0.44772743,0.770219074,26.043956043956
"6127","CIN","right",47.48,2.74,0.14,345.8,245,"OLB",1,"NO",79.35,1.11,3.99,0.1,300.95,204,"WR",4,2,7,39,900,"C","WILDCAT",7,0.66330177,0.33669823,0.059525982,-0.059525982,2.873036039,1.165527909,24.6401098901099
"566","NE","left",22.99,1.52,0.09,116.94,255,"ILB",1,"MIA",76.95,2.54,1.86,0.25,55.53,322,"G",3,2,3,33,855,"mi","SINGLEBACK",7,0.924942171,0.075057829,0.002192339,-0.002192339,1.553379537,-0.096910782,26.1346153846154
"6060","MIN","right",27.14,0.99,0.03,232.08,318,"DT",0,"MIA",49.24,1.51,0.7,0.16,12.17,310,"T",1,2,6,39,705,"mi","SINGLEBACK",7,0.448835097,0.551164903,-0.021724295,0.021724295,1.952761483,-1.182594932,25.032967032967
"8721","CIN","right",28.9,1.07,0.19,134.78,200,"FS",1,"CLE",107.02,1.76,1.02,0.18,169.18,225,"RB",3,1,9,9,583,"mi","SINGLEBACK",8,0.893005855,0.106994145,0.006971309,-0.006971309,5.392023132,0.426468287,26.9368131868132
"6642","DEN","left",23.78,0.61,0.18,227.11,292,"DT",1,"LAC",58.35,1.22,0.34,0.12,311.68,200,"RB",4,2,1,49,447,"mi","I_FORM",6,0.537807912,0.462192088,-0.028836802,0.028836802,3.135927864,-0.531457942,27.5137362637363
"1848","DAL","left",51.3,0.92,0.16,39.53,196,"CB",1,"CIN",42.88,3.72,1.04,0.38,255.61,210,"WR",3,3,13,37,625,"C","PISTOL",6,0.788781926,0.211218074,0.002509132,-0.002509132,1.594386486,-0.239690435,23.7472527472527
"7201","GB","right",50.32,1.77,0.1,67.83,260,"OLB",0,"WAS",62.61,0.24,0.47,0.02,8.65,195,"WR",3,1,10,49,300,"mi","SINGLEBACK",6,0.620136365,0.379863635,0.000610061,-0.000610061,3.093614432,0.218148762,26.2884615384615
"9009","CAR","right",41.72,4.19,0.35,350.11,243,"MLB",1,"CIN",42.71,3.63,2.98,0.35,38.41,203,"WR",3,2,10,30,60,"C","EMPTY",6,0.998991568,0.001008432,-4.98e-05,4.98e-05,0.893790324,-0.505816706,28.0714285714286
"7617","PIT","right",46.77,4.27,0.52,35.22,233,"ILB",1,"MIA",61.33,4.21,3.41,0.42,84.72,219,"WR",1,1,10,47,279,"mi","SHOTGUN",7,0.915017671,0.084982329,0.005975275,-0.005975275,2.463590262,0.811286025,26.7472527472527
"358","PIT","left",29.08,1.12,0.05,187.2,217,"SS",1,"CIN",23.32,0.14,0.13,0.01,20.14,220,"RB",5,1,10,13,289,"mi","SHOTGUN",7,0.926970088,0.073029912,0.000454927,-0.000454927,4.904661962,-0.49914089,26.2225274725275
